,year,month,day,max,min,date
1364,2013,9,26,71.0,58.0,2013-9-26
1365,2013,9,27,69.0,57.0,2013-9-27
1366,2013,9,28,73.0,56.0,2013-9-28
1367,2013,9,29,72.0,57.0,2013-9-29
1368,2013,9,30,75.0,56.0,2013-9-30
1369,2013,10,1,82.0,59.0,2013-10-1
1370,2013,10,2,83.0,64.0,2013-10-2
1371,2013,10,3,78.0,63.0,2013-10-3
1372,2013,10,4,86.0,66.0,2013-10-4
1373,2013,10,5,76.0,64.0,2013-10-5
1374,2013,10,6,70.0,65.0,2013-10-6
1375,2013,10,7,76.0,60.0,2013-10-7
1376,2013,10,8,67.0,54.0,2013-10-8
1377,2013,10,9,62.0,53.0,2013-10-9
1378,2013,10,10,65.0,54.0,2013-10-10
1379,2013,10,11,68.0,60.0,2013-10-11
1380,2013,10,12,72.0,60.0,2013-10-12
1381,2013,10,13,65.0,56.0,2013-10-13
1382,2013,10,14,66.0,52.0,2013-10-14
1383,2013,10,15,72.0,53.0,2013-10-15
1384,2013,10,16,67.0,56.0,2013-10-16
1385,2013,10,17,73.0,61.0,2013-10-17
1386,2013,10,18,68.0,55.0,2013-10-18
1387,2013,10,19,64.0,52.0,2013-10-19
1388,2013,10,20,63.0,50.0,2013-10-20
1389,2013,10,21,66.0,50.0,2013-10-21
1390,2013,10,22,67.0,51.0,2013-10-22
1391,2013,10,23,55.0,45.0,2013-10-23
1392,2013,10,24,54.0,41.0,2013-10-24
1393,2013,10,25,53.0,40.0,2013-10-25
1394,2013,10,26,55.0,41.0,2013-10-26
1395,2013,10,27,58.0,46.0,2013-10-27
1396,2013,10,28,61.0,43.0,2013-10-28
1397,2013,10,29,56.0,44.0,2013-10-29
1398,2013,10,30,60.0,47.0,2013-10-30
1399,2013,10,31,66.0,53.0,2013-10-31
1400,2013,11,1,70.0,59.0,2013-11-1
1401,2013,11,2,68.0,55.0,2013-11-2
1402,2013,11,3,55.0,37.0,2013-11-3
1403,2013,11,4,46.0,35.0,2013-11-4
1404,2013,11,5,55.0,41.0,2013-11-5
1405,2013,11,6,61.0,49.0,2013-11-6
1406,2013,11,7,64.0,44.0,2013-11-7
1407,2013,11,8,50.0,40.0,2013-11-8
1408,2013,11,9,50.0,38.0,2013-11-9
1409,2013,11,10,61.0,44.0,2013-11-10
1410,2013,11,11,53.0,43.0,2013-11-11
1411,2013,11,12,52.0,31.0,2013-11-12
1412,2013,11,13,39.0,29.0,2013-11-13
1413,2013,11,14,52.0,33.0,2013-11-14
1414,2013,11,15,57.0,44.0,2013-11-15
1415,2013,11,16,60.0,45.0,2013-11-16
1416,2013,11,17,60.0,51.0,2013-11-17
1417,2013,11,18,65.0,51.0,2013-11-18
1418,2013,11,19,51.0,36.0,2013-11-19
1419,2013,11,20,44.0,32.0,2013-11-20
1420,2013,11,21,52.0,35.0,2013-11-21
1421,2013,11,22,57.0,51.0,2013-11-22
1422,2013,11,23,54.0,31.0,2013-11-23
1423,2013,11,24,30.0,23.0,2013-11-24
1424,2013,11,25,35.0,23.0,2013-11-25
1425,2013,11,26,47.0,33.0,2013-11-26
1426,2013,11,27,62.0,35.0,2013-11-27
1427,2013,11,28,35.0,30.0,2013-11-28
1428,2013,11,29,39.0,29.0,2013-11-29
1429,2013,11,30,39.0,25.0,2013-11-30
1430,2013,12,1,49.0,36.0,2013-12-1
1431,2013,12,2,49.0,41.0,2013-12-2
1432,2013,12,3,53.0,38.0,2013-12-3
1433,2013,12,4,52.0,41.0,2013-12-4
1434,2013,12,5,60.0,48.0,2013-12-5
1435,2013,12,6,62.0,37.0,2013-12-6
1436,2013,12,7,41.0,32.0,2013-12-7
1437,2013,12,8,33.0,29.0,2013-12-8
1438,2013,12,9,39.0,31.0,2013-12-9
1439,2013,12,10,37.0,30.0,2013-12-10
1440,2013,12,11,33.0,27.0,2013-12-11
1441,2013,12,12,30.0,23.0,2013-12-12
1442,2013,12,13,35.0,23.0,2013-12-13
1443,2013,12,14,34.0,22.0,2013-12-14
1444,2013,12,15,40.0,30.0,2013-12-15
1445,2013,12,16,33.0,25.0,2013-12-16
1446,2013,12,17,32.0,24.0,2013-12-17
1447,2013,12,18,37.0,23.0,2013-12-18
1448,2013,12,19,47.0,30.0,2013-12-19
1449,2013,12,20,53.0,41.0,2013-12-20
1450,2013,12,21,65.0,51.0,2013-12-21
1451,2013,12,22,71.0,61.0,2013-12-22
1452,2013,12,23,64.0,42.0,2013-12-23
1453,2013,12,24,42.0,26.0,2013-12-24
1454,2013,12,25,31.0,19.0,2013-12-25
1455,2013,12,26,36.0,30.0,2013-12-26
1456,2013,12,27,40.0,31.0,2013-12-27
1457,2013,12,28,55.0,36.0,2013-12-28
1458,2013,12,29,48.0,41.0,2013-12-29
1459,2013,12,30,45.0,23.0,2013-12-30
1460,2013,12,31,32.0,21.0,2013-12-31
1461,2014,1,1,33.0,24.0,2014-1-1
1462,2014,1,2,33.0,18.0,2014-1-2
1463,2014,1,3,18.0,9.0,2014-1-3
1464,2014,1,4,29.0,8.0,2014-1-4
1465,2014,1,5,40.0,27.0,2014-1-5
1466,2014,1,6,55.0,19.0,2014-1-6
1467,2014,1,7,19.0,4.0,2014-1-7
1468,2014,1,8,22.0,9.0,2014-1-8
1469,2014,1,9,32.0,22.0,2014-1-9
1470,2014,1,10,37.0,30.0,2014-1-10
1471,2014,1,11,58.0,37.0,2014-1-11
1472,2014,1,12,54.0,38.0,2014-1-12
1473,2014,1,13,51.0,37.0,2014-1-13
1474,2014,1,14,52.0,44.0,2014-1-14
1475,2014,1,15,47.0,39.0,2014-1-15
1476,2014,1,16,42.0,36.0,2014-1-16
1477,2014,1,17,44.0,33.0,2014-1-17
1478,2014,1,18,41.0,29.0,2014-1-18
1479,2014,1,19,38.0,24.0,2014-1-19
1480,2014,1,20,46.0,31.0,2014-1-20
1481,2014,1,21,31.0,11.0,2014-1-21
1482,2014,1,22,17.0,5.0,2014-1-22
1483,2014,1,23,20.0,7.0,2014-1-23
1484,2014,1,24,20.0,10.0,2014-1-24
1485,2014,1,25,28.0,19.0,2014-1-25
1486,2014,1,26,34.0,17.0,2014-1-26
1487,2014,1,27,44.0,21.0,2014-1-27
1488,2014,1,28,21.0,12.0,2014-1-28
1489,2014,1,29,23.0,14.0,2014-1-29
1490,2014,1,30,30.0,16.0,2014-1-30
1491,2014,1,31,39.0,25.0,2014-1-31
1492,2014,2,1,45.0,36.0,2014-2-1
1493,2014,2,2,56.0,39.0,2014-2-2
1494,2014,2,3,43.0,27.0,2014-2-3
1495,2014,2,4,35.0,22.0,2014-2-4
1496,2014,2,5,34.0,29.0,2014-2-5
1497,2014,2,6,32.0,21.0,2014-2-6
1498,2014,2,7,32.0,24.0,2014-2-7
1499,2014,2,8,29.0,21.0,2014-2-8
1500,2014,2,9,31.0,21.0,2014-2-9
1501,2014,2,10,29.0,21.0,2014-2-10
1502,2014,2,11,26.0,16.0,2014-2-11
1503,2014,2,12,25.0,13.0,2014-2-12
1504,2014,2,13,36.0,24.0,2014-2-13
1505,2014,2,14,40.0,31.0,2014-2-14
1506,2014,2,15,37.0,27.0,2014-2-15
1507,2014,2,16,30.0,21.0,2014-2-16
1508,2014,2,17,32.0,18.0,2014-2-17
1509,2014,2,18,39.0,26.0,2014-2-18
1510,2014,2,19,45.0,34.0,2014-2-19
1511,2014,2,20,51.0,37.0,2014-2-20
1512,2014,2,21,49.0,36.0,2014-2-21
1513,2014,2,22,54.0,40.0,2014-2-22
1514,2014,2,23,54.0,43.0,2014-2-23
1515,2014,2,24,44.0,27.0,2014-2-24
1516,2014,2,25,33.0,24.0,2014-2-25
1517,2014,2,26,31.0,20.0,2014-2-26
1518,2014,2,27,34.0,14.0,2014-2-27
1519,2014,2,28,24.0,9.0,2014-2-28
1520,2014,3,1,37.0,20.0,2014-3-1
1521,2014,3,2,40.0,32.0,2014-3-2
1522,2014,3,3,32.0,17.0,2014-3-3
1523,2014,3,4,29.0,13.0,2014-3-4
1524,2014,3,5,39.0,26.0,2014-3-5
1525,2014,3,6,31.0,16.0,2014-3-6
1526,2014,3,7,37.0,26.0,2014-3-7
1527,2014,3,8,57.0,35.0,2014-3-8
1528,2014,3,9,44.0,36.0,2014-3-9
1529,2014,3,10,51.0,36.0,2014-3-10
1530,2014,3,11,66.0,45.0,2014-3-11
1531,2014,3,12,56.0,32.0,2014-3-12
1532,2014,3,13,32.0,18.0,2014-3-13
1533,2014,3,14,46.0,22.0,2014-3-14
1534,2014,3,15,58.0,42.0,2014-3-15
1535,2014,3,16,42.0,30.0,2014-3-16
1536,2014,3,17,35.0,23.0,2014-3-17
1537,2014,3,18,43.0,28.0,2014-3-18
1538,2014,3,19,46.0,32.0,2014-3-19
1539,2014,3,20,54.0,40.0,2014-3-20
1540,2014,3,21,51.0,39.0,2014-3-21
1541,2014,3,22,63.0,41.0,2014-3-22
1542,2014,3,23,42.0,27.0,2014-3-23
1543,2014,3,24,35.0,21.0,2014-3-24
1544,2014,3,25,39.0,26.0,2014-3-25
1545,2014,3,26,36.0,24.0,2014-3-26
1546,2014,3,27,44.0,22.0,2014-3-27
1547,2014,3,28,62.0,37.0,2014-3-28
1548,2014,3,29,59.0,43.0,2014-3-29
1549,2014,3,30,49.0,39.0,2014-3-30
1550,2014,3,31,56.0,36.0,2014-3-31
1551,2014,4,1,60.0,39.0,2014-4-1
1552,2014,4,2,54.0,42.0,2014-4-2
1553,2014,4,3,67.0,46.0,2014-4-3
1554,2014,4,4,47.0,40.0,2014-4-4
1555,2014,4,5,54.0,40.0,2014-4-5
1556,2014,4,6,61.0,36.0,2014-4-6
1557,2014,4,7,53.0,43.0,2014-4-7
1558,2014,4,8,64.0,46.0,2014-4-8
1559,2014,4,9,61.0,45.0,2014-4-9
1560,2014,4,10,58.0,42.0,2014-4-10
1561,2014,4,11,75.0,56.0,2014-4-11
1562,2014,4,12,73.0,50.0,2014-4-12
1563,2014,4,13,77.0,54.0,2014-4-13
1564,2014,4,14,75.0,59.0,2014-4-14
1565,2014,4,15,63.0,33.0,2014-4-15
1566,2014,4,16,49.0,31.0,2014-4-16
1567,2014,4,17,48.0,36.0,2014-4-17
1568,2014,4,18,49.0,35.0,2014-4-18
1569,2014,4,19,68.0,41.0,2014-4-19
1570,2014,4,20,60.0,45.0,2014-4-20
1571,2014,4,21,67.0,41.0,2014-4-21
1572,2014,4,22,71.0,51.0,2014-4-22
1573,2014,4,23,61.0,44.0,2014-4-23
1574,2014,4,24,62.0,42.0,2014-4-24
1575,2014,4,25,63.0,44.0,2014-4-25
1576,2014,4,26,67.0,46.0,2014-4-26
1577,2014,4,27,59.0,47.0,2014-4-27
1578,2014,4,28,67.0,45.0,2014-4-28
1579,2014,4,29,52.0,43.0,2014-4-29
1580,2014,4,30,52.0,41.0,2014-4-30
1581,2014,5,1,78.0,51.0,2014-5-1
1582,2014,5,2,70.0,56.0,2014-5-2
1583,2014,5,3,71.0,54.0,2014-5-3
1584,2014,5,4,65.0,54.0,2014-5-4
1585,2014,5,5,70.0,50.0,2014-5-5
1586,2014,5,6,71.0,52.0,2014-5-6
1587,2014,5,7,69.0,50.0,2014-5-7
1588,2014,5,8,59.0,53.0,2014-5-8
1589,2014,5,9,63.0,55.0,2014-5-9
1590,2014,5,10,83.0,57.0,2014-5-10
1591,2014,5,11,82.0,60.0,2014-5-11
1592,2014,5,12,85.0,64.0,2014-5-12
1593,2014,5,13,73.0,53.0,2014-5-13
1594,2014,5,14,71.0,52.0,2014-5-14
1595,2014,5,15,71.0,58.0,2014-5-15
1596,2014,5,16,68.0,58.0,2014-5-16
1597,2014,5,17,70.0,53.0,2014-5-17
1598,2014,5,18,67.0,51.0,2014-5-18
1599,2014,5,19,72.0,49.0,2014-5-19
1600,2014,5,20,78.0,53.0,2014-5-20
1601,2014,5,21,74.0,63.0,2014-5-21
1602,2014,5,22,67.0,59.0,2014-5-22
1603,2014,5,23,71.0,56.0,2014-5-23
1604,2014,5,24,70.0,57.0,2014-5-24
1605,2014,5,25,80.0,55.0,2014-5-25
1606,2014,5,26,86.0,66.0,2014-5-26
1607,2014,5,27,86.0,64.0,2014-5-27
1608,2014,5,28,64.0,54.0,2014-5-28
1609,2014,5,29,66.0,51.0,2014-5-29
1610,2014,5,30,75.0,55.0,2014-5-30
1611,2014,5,31,73.0,57.0,2014-5-31
1612,2014,6,1,77.0,55.0,2014-6-1
1613,2014,6,2,80.0,59.0,2014-6-2
1614,2014,6,3,87.0,65.0,2014-6-3
1615,2014,6,4,82.0,63.0,2014-6-4
1616,2014,6,5,76.0,61.0,2014-6-5
1617,2014,6,6,76.0,61.0,2014-6-6
1618,2014,6,7,82.0,60.0,2014-6-7
1619,2014,6,8,86.0,66.0,2014-6-8
1620,2014,6,9,73.0,63.0,2014-6-9
1621,2014,6,10,77.0,65.0,2014-6-10
1622,2014,6,11,70.0,61.0,2014-6-11
1623,2014,6,12,73.0,60.0,2014-6-12
1624,2014,6,13,79.0,65.0,2014-6-13
1625,2014,6,14,74.0,60.0,2014-6-14
1626,2014,6,15,80.0,59.0,2014-6-15
1627,2014,6,16,81.0,63.0,2014-6-16
1628,2014,6,17,89.0,71.0,2014-6-17
1629,2014,6,18,89.0,76.0,2014-6-18
1630,2014,6,19,77.0,68.0,2014-6-19
1631,2014,6,20,79.0,64.0,2014-6-20
1632,2014,6,21,78.0,62.0,2014-6-21
1633,2014,6,22,79.0,64.0,2014-6-22
1634,2014,6,23,81.0,65.0,2014-6-23
1635,2014,6,24,81.0,68.0,2014-6-24
1636,2014,6,25,85.0,70.0,2014-6-25
1637,2014,6,26,85.0,70.0,2014-6-26
1638,2014,6,27,83.0,67.0,2014-6-27
1639,2014,6,28,87.0,66.0,2014-6-28
1640,2014,6,29,83.0,68.0,2014-6-29
1641,2014,6,30,84.0,69.0,2014-6-30
1642,2014,7,1,89.0,72.0,2014-7-1
1643,2014,7,2,91.0,72.0,2014-7-2
1644,2014,7,3,87.0,69.0,2014-7-3
1645,2014,7,4,74.0,65.0,2014-7-4
1646,2014,7,5,81.0,63.0,2014-7-5
1647,2014,7,6,84.0,66.0,2014-7-6
1648,2014,7,7,90.0,72.0,2014-7-7
1649,2014,7,8,91.0,71.0,2014-7-8
1650,2014,7,9,88.0,71.0,2014-7-9
1651,2014,7,10,83.0,72.0,2014-7-10
1652,2014,7,11,86.0,71.0,2014-7-11
1653,2014,7,12,85.0,71.0,2014-7-12
1654,2014,7,13,83.0,72.0,2014-7-13
1655,2014,7,14,84.0,72.0,2014-7-14
1656,2014,7,15,86.0,72.0,2014-7-15
1657,2014,7,16,81.0,68.0,2014-7-16
1658,2014,7,17,81.0,67.0,2014-7-17
1659,2014,7,18,81.0,64.0,2014-7-18
1660,2014,7,19,76.0,68.0,2014-7-19
1661,2014,7,20,80.0,66.0,2014-7-20
1662,2014,7,21,85.0,67.0,2014-7-21
1663,2014,7,22,86.0,71.0,2014-7-22
1664,2014,7,23,88.0,72.0,2014-7-23
1665,2014,7,24,80.0,70.0,2014-7-24
1666,2014,7,25,82.0,66.0,2014-7-25
1667,2014,7,26,81.0,69.0,2014-7-26
1668,2014,7,27,85.0,71.0,2014-7-27
1669,2014,7,28,82.0,68.0,2014-7-28
1670,2014,7,29,76.0,64.0,2014-7-29
1671,2014,7,30,80.0,63.0,2014-7-30
1672,2014,7,31,82.0,68.0,2014-7-31
1673,2014,8,1,84.0,71.0,2014-8-1
1674,2014,8,2,74.0,63.0,2014-8-2
1675,2014,8,3,76.0,66.0,2014-8-3
1676,2014,8,4,84.0,70.0,2014-8-4
1677,2014,8,5,90.0,71.0,2014-8-5
1678,2014,8,6,83.0,70.0,2014-8-6
1679,2014,8,7,83.0,66.0,2014-8-7
1680,2014,8,8,83.0,65.0,2014-8-8
1681,2014,8,9,87.0,66.0,2014-8-9
1682,2014,8,10,88.0,68.0,2014-8-10
1683,2014,8,11,87.0,71.0,2014-8-11
1684,2014,8,12,79.0,70.0,2014-8-12
1685,2014,8,13,82.0,68.0,2014-8-13
1686,2014,8,14,77.0,63.0,2014-8-14
1687,2014,8,15,73.0,61.0,2014-8-15
1688,2014,8,16,78.0,63.0,2014-8-16
1689,2014,8,17,82.0,66.0,2014-8-17
1690,2014,8,18,81.0,63.0,2014-8-18
1691,2014,8,19,83.0,63.0,2014-8-19
1692,2014,8,20,84.0,70.0,2014-8-20
1693,2014,8,21,83.0,65.0,2014-8-21
1694,2014,8,22,79.0,65.0,2014-8-22
1695,2014,8,23,77.0,67.0,2014-8-23
1696,2014,8,24,80.0,64.0,2014-8-24
1697,2014,8,25,88.0,64.0,2014-8-25
1698,2014,8,26,89.0,70.0,2014-8-26
1699,2014,8,27,90.0,70.0,2014-8-27
1700,2014,8,28,82.0,66.0,2014-8-28
1701,2014,8,29,80.0,61.0,2014-8-29
1702,2014,8,30,80.0,65.0,2014-8-30
1703,2014,8,31,90.0,73.0,2014-8-31
1704,2014,9,1,88.0,75.0,2014-9-1
1705,2014,9,2,92.0,77.0,2014-9-2
1706,2014,9,3,86.0,72.0,2014-9-3
1707,2014,9,4,87.0,69.0,2014-9-4
1708,2014,9,5,87.0,72.0,2014-9-5
1709,2014,9,6,91.0,67.0,2014-9-6
1710,2014,9,7,81.0,65.0,2014-9-7
1711,2014,9,8,75.0,65.0,2014-9-8
1712,2014,9,9,73.0,63.0,2014-9-9
1713,2014,9,10,80.0,63.0,2014-9-10
1714,2014,9,11,83.0,69.0,2014-9-11
1715,2014,9,12,78.0,62.0,2014-9-12
1716,2014,9,13,69.0,58.0,2014-9-13
1717,2014,9,14,71.0,53.0,2014-9-14
1718,2014,9,15,71.0,55.0,2014-9-15
1719,2014,9,16,70.0,58.0,2014-9-16
1720,2014,9,17,73.0,55.0,2014-9-17
1721,2014,9,18,76.0,57.0,2014-9-18
1722,2014,9,19,66.0,54.0,2014-9-19
1723,2014,9,20,75.0,57.0,2014-9-20
1724,2014,9,21,75.0,67.0,2014-9-21
1725,2014,9,22,71.0,55.0,2014-9-22
1726,2014,9,23,71.0,52.0,2014-9-23
1727,2014,9,24,71.0,58.0,2014-9-24
1728,2014,9,25,64.0,57.0,2014-9-25
1729,2014,9,26,77.0,58.0,2014-9-26
1730,2014,9,27,83.0,60.0,2014-9-27
1731,2014,9,28,84.0,64.0,2014-9-28
1732,2014,9,29,79.0,67.0,2014-9-29
1733,2014,9,30,71.0,62.0,2014-9-30
1734,2014,10,1,65.0,61.0,2014-10-1
1735,2014,10,2,70.0,61.0,2014-10-2
1736,2014,10,3,71.0,56.0,2014-10-3
1737,2014,10,4,69.0,52.0,2014-10-4
1738,2014,10,5,61.0,46.0,2014-10-5
1739,2014,10,6,69.0,50.0,2014-10-6
1740,2014,10,7,71.0,63.0,2014-10-7
1741,2014,10,8,73.0,62.0,2014-10-8
1742,2014,10,9,68.0,55.0,2014-10-9
1743,2014,10,10,64.0,52.0,2014-10-10
1744,2014,10,11,60.0,50.0,2014-10-11
1745,2014,10,12,63.0,48.0,2014-10-12
1746,2014,10,13,65.0,52.0,2014-10-13
1747,2014,10,14,76.0,63.0,2014-10-14
1748,2014,10,15,77.0,69.0,2014-10-15
1749,2014,10,16,71.0,61.0,2014-10-16
1750,2014,10,17,71.0,59.0,2014-10-17
1751,2014,10,18,70.0,56.0,2014-10-18
1752,2014,10,19,56.0,44.0,2014-10-19
1753,2014,10,20,60.0,42.0,2014-10-20
1754,2014,10,21,67.0,55.0,2014-10-21
1755,2014,10,22,58.0,50.0,2014-10-22
1756,2014,10,23,53.0,50.0,2014-10-23
1757,2014,10,24,63.0,51.0,2014-10-24
1758,2014,10,25,67.0,50.0,2014-10-25
1759,2014,10,26,63.0,53.0,2014-10-26
1760,2014,10,27,63.0,48.0,2014-10-27
1761,2014,10,28,72.0,53.0,2014-10-28
1762,2014,10,29,72.0,51.0,2014-10-29
1763,2014,10,30,59.0,47.0,2014-10-30
1764,2014,10,31,55.0,45.0,2014-10-31
1765,2014,11,1,47.0,42.0,2014-11-1
1766,2014,11,2,48.0,41.0,2014-11-2
1767,2014,11,3,61.0,39.0,2014-11-3
1768,2014,11,4,68.0,53.0,2014-11-4
1769,2014,11,5,64.0,56.0,2014-11-5
1770,2014,11,6,57.0,48.0,2014-11-6
1771,2014,11,7,53.0,40.0,2014-11-7
1772,2014,11,8,48.0,36.0,2014-11-8
1773,2014,11,9,57.0,46.0,2014-11-9
1774,2014,11,10,61.0,44.0,2014-11-10
1775,2014,11,11,64.0,49.0,2014-11-11
1776,2014,11,12,65.0,47.0,2014-11-12
1777,2014,11,13,48.0,36.0,2014-11-13
1778,2014,11,14,42.0,35.0,2014-11-14
1779,2014,11,15,42.0,33.0,2014-11-15
1780,2014,11,16,45.0,35.0,2014-11-16
1781,2014,11,17,52.0,40.0,2014-11-17
1782,2014,11,18,45.0,24.0,2014-11-18
1783,2014,11,19,36.0,22.0,2014-11-19
1784,2014,11,20,45.0,31.0,2014-11-20
1785,2014,11,21,37.0,28.0,2014-11-21
1786,2014,11,22,44.0,28.0,2014-11-22
1787,2014,11,23,57.0,43.0,2014-11-23
1788,2014,11,24,69.0,53.0,2014-11-24
1789,2014,11,25,68.0,51.0,2014-11-25
1790,2014,11,26,51.0,34.0,2014-11-26
1791,2014,11,27,38.0,34.0,2014-11-27
1792,2014,11,28,37.0,29.0,2014-11-28
1793,2014,11,29,45.0,27.0,2014-11-29
1794,2014,11,30,55.0,45.0,2014-11-30
1795,2014,12,1,65.0,42.0,2014-12-1
1796,2014,12,2,43.0,35.0,2014-12-2
1797,2014,12,3,46.0,41.0,2014-12-3
1798,2014,12,4,45.0,37.0,2014-12-4
1799,2014,12,5,44.0,34.0,2014-12-5
1800,2014,12,6,50.0,39.0,2014-12-6
1801,2014,12,7,42.0,30.0,2014-12-7
1802,2014,12,8,37.0,24.0,2014-12-8
1803,2014,12,9,42.0,36.0,2014-12-9
1804,2014,12,10,40.0,32.0,2014-12-10
1805,2014,12,11,38.0,31.0,2014-12-11
1806,2014,12,12,38.0,32.0,2014-12-12
1807,2014,12,13,44.0,34.0,2014-12-13
1808,2014,12,14,46.0,38.0,2014-12-14
1809,2014,12,15,48.0,37.0,2014-12-15
1810,2014,12,16,49.0,38.0,2014-12-16
1811,2014,12,17,54.0,42.0,2014-12-17
1812,2014,12,18,42.0,37.0,2014-12-18
1813,2014,12,19,38.0,31.0,2014-12-19
1814,2014,12,20,33.0,30.0,2014-12-20
1815,2014,12,21,36.0,31.0,2014-12-21
1816,2014,12,22,44.0,35.0,2014-12-22
1817,2014,12,23,46.0,43.0,2014-12-23
1818,2014,12,24,58.0,44.0,2014-12-24
1819,2014,12,25,62.0,44.0,2014-12-25
1820,2014,12,26,50.0,40.0,2014-12-26
1821,2014,12,27,55.0,44.0,2014-12-27
1822,2014,12,28,54.0,43.0,2014-12-28
1823,2014,12,29,44.0,34.0,2014-12-29
1824,2014,12,30,34.0,28.0,2014-12-30
1825,2014,12,31,32.0,27.0,2014-12-31
1826,2015,1,1,39.0,27.0,2015-1-1
1827,2015,1,2,42.0,35.0,2015-1-2
1828,2015,1,3,42.0,33.0,2015-1-3
1829,2015,1,4,56.0,41.0,2015-1-4
1830,2015,1,5,49.0,21.0,2015-1-5
1831,2015,1,6,22.0,19.0,2015-1-6
1832,2015,1,7,23.0,9.0,2015-1-7
1833,2015,1,8,21.0,8.0,2015-1-8
1834,2015,1,9,33.0,19.0,2015-1-9
1835,2015,1,10,23.0,16.0,2015-1-10
1836,2015,1,11,37.0,18.0,2015-1-11
1837,2015,1,12,39.0,35.0,2015-1-12
1838,2015,1,13,36.0,17.0,2015-1-13
1839,2015,1,14,32.0,16.0,2015-1-14
1840,2015,1,15,35.0,25.0,2015-1-15
1841,2015,1,16,43.0,20.0,2015-1-16
1842,2015,1,17,32.0,17.0,2015-1-17
1843,2015,1,18,42.0,31.0,2015-1-18
1844,2015,1,19,42.0,36.0,2015-1-19
1845,2015,1,20,40.0,32.0,2015-1-20
1846,2015,1,21,36.0,25.0,2015-1-21
1847,2015,1,22,40.0,31.0,2015-1-22
1848,2015,1,23,39.0,28.0,2015-1-23
1849,2015,1,24,39.0,33.0,2015-1-24
1850,2015,1,25,42.0,31.0,2015-1-25
1851,2015,1,26,31.0,22.0,2015-1-26
1852,2015,1,27,30.0,20.0,2015-1-27
1853,2015,1,28,34.0,16.0,2015-1-28
1854,2015,1,29,36.0,19.0,2015-1-29
1855,2015,1,30,38.0,19.0,2015-1-30
1856,2015,1,31,26.0,13.0,2015-1-31
1857,2015,2,1,36.0,20.0,2015-2-1
1858,2015,2,2,34.0,14.0,2015-2-2
1859,2015,2,3,26.0,13.0,2015-2-3
1860,2015,2,4,43.0,24.0,2015-2-4
1861,2015,2,5,42.0,14.0,2015-2-5
1862,2015,2,6,27.0,12.0,2015-2-6
1863,2015,2,7,40.0,25.0,2015-2-7
1864,2015,2,8,37.0,29.0,2015-2-8
1865,2015,2,9,29.0,25.0,2015-2-9
1866,2015,2,10,40.0,26.0,2015-2-10
1867,2015,2,11,34.0,22.0,2015-2-11
1868,2015,2,12,40.0,16.0,2015-2-12
1869,2015,2,13,21.0,8.0,2015-2-13
1870,2015,2,14,32.0,16.0,2015-2-14
1871,2015,2,15,25.0,4.0,2015-2-15
1872,2015,2,16,21.0,3.0,2015-2-16
1873,2015,2,17,27.0,14.0,2015-2-17
1874,2015,2,18,33.0,19.0,2015-2-18
1875,2015,2,19,27.0,8.0,2015-2-19
1876,2015,2,20,19.0,2.0,2015-2-20
1877,2015,2,21,32.0,13.0,2015-2-21
1878,2015,2,22,43.0,32.0,2015-2-22
1879,2015,2,23,38.0,8.0,2015-2-23
1880,2015,2,24,24.0,4.0,2015-2-24
1881,2015,2,25,37.0,20.0,2015-2-25
1882,2015,2,26,32.0,21.0,2015-2-26
1883,2015,2,27,30.0,18.0,2015-2-27
1884,2015,2,28,29.0,13.0,2015-2-28
1885,2015,3,1,31.0,24.0,2015-3-1
1886,2015,3,2,39.0,27.0,2015-3-2
1887,2015,3,3,37.0,22.0,2015-3-3
1888,2015,3,4,45.0,35.0,2015-3-4
1889,2015,3,5,40.0,19.0,2015-3-5
1890,2015,3,6,27.0,12.0,2015-3-6
1891,2015,3,7,38.0,18.0,2015-3-7
1892,2015,3,8,49.0,37.0,2015-3-8
1893,2015,3,9,54.0,40.0,2015-3-9
1894,2015,3,10,53.0,39.0,2015-3-10
1895,2015,3,11,59.0,44.0,2015-3-11
1896,2015,3,12,47.0,36.0,2015-3-12
1897,2015,3,13,43.0,31.0,2015-3-13
1898,2015,3,14,51.0,40.0,2015-3-14
1899,2015,3,15,44.0,36.0,2015-3-15
1900,2015,3,16,52.0,35.0,2015-3-16
1901,2015,3,17,57.0,34.0,2015-3-17
1902,2015,3,18,39.0,29.0,2015-3-18
1903,2015,3,19,43.0,29.0,2015-3-19
1904,2015,3,20,38.0,29.0,2015-3-20
1905,2015,3,21,47.0,29.0,2015-3-21
1906,2015,3,22,43.0,28.0,2015-3-22
1907,2015,3,23,38.0,23.0,2015-3-23
1908,2015,3,24,45.0,26.0,2015-3-24
1909,2015,3,25,49.0,34.0,2015-3-25
1910,2015,3,26,62.0,42.0,2015-3-26
1911,2015,3,27,46.0,39.0,2015-3-27
1912,2015,3,28,40.0,26.0,2015-3-28
1913,2015,3,29,46.0,25.0,2015-3-29
1914,2015,3,30,54.0,36.0,2015-3-30
1915,2015,3,31,47.0,35.0,2015-3-31
1916,2015,4,1,51.0,32.0,2015-4-1
1917,2015,4,2,67.0,41.0,2015-4-2
1918,2015,4,3,64.0,59.0,2015-4-3
1919,2015,4,4,60.0,42.0,2015-4-4
1920,2015,4,5,61.0,42.0,2015-4-5
1921,2015,4,6,63.0,42.0,2015-4-6
1922,2015,4,7,62.0,42.0,2015-4-7
