,year,month,day,max,min,date
797,2012,3,8,71.0,53.0,2012-3-8
798,2012,3,9,64.0,37.0,2012-3-9
799,2012,3,10,43.0,29.0,2012-3-10
800,2012,3,11,61.0,36.0,2012-3-11
801,2012,3,12,71.0,47.0,2012-3-12
802,2012,3,13,74.0,54.0,2012-3-13
803,2012,3,14,70.0,50.0,2012-3-14
804,2012,3,15,52.0,43.0,2012-3-15
805,2012,3,16,51.0,43.0,2012-3-16
806,2012,3,17,62.0,45.0,2012-3-17
807,2012,3,18,64.0,46.0,2012-3-18
808,2012,3,19,74.0,55.0,2012-3-19
809,2012,3,20,73.0,55.0,2012-3-20
810,2012,3,21,67.0,57.0,2012-3-21
811,2012,3,22,78.0,56.0,2012-3-22
812,2012,3,23,76.0,58.0,2012-3-23
813,2012,3,24,65.0,47.0,2012-3-24
814,2012,3,25,52.0,45.0,2012-3-25
815,2012,3,26,54.0,34.0,2012-3-26
816,2012,3,27,51.0,30.0,2012-3-27
817,2012,3,28,67.0,44.0,2012-3-28
818,2012,3,29,61.0,43.0,2012-3-29
819,2012,3,30,57.0,40.0,2012-3-30
820,2012,3,31,43.0,38.0,2012-3-31
821,2012,4,1,52.0,42.0,2012-4-1
822,2012,4,2,57.0,40.0,2012-4-2
823,2012,4,3,64.0,40.0,2012-4-3
824,2012,4,4,68.0,47.0,2012-4-4
825,2012,4,5,58.0,42.0,2012-4-5
826,2012,4,6,59.0,38.0,2012-4-6
827,2012,4,7,61.0,40.0,2012-4-7
828,2012,4,8,67.0,44.0,2012-4-8
829,2012,4,9,64.0,49.0,2012-4-9
830,2012,4,10,60.0,45.0,2012-4-10
831,2012,4,11,53.0,43.0,2012-4-11
832,2012,4,12,61.0,43.0,2012-4-12
833,2012,4,13,65.0,43.0,2012-4-13
834,2012,4,14,72.0,50.0,2012-4-14
835,2012,4,15,77.0,58.0,2012-4-15
836,2012,4,16,88.0,65.0,2012-4-16
837,2012,4,17,78.0,61.0,2012-4-17
838,2012,4,18,62.0,49.0,2012-4-18
839,2012,4,19,70.0,47.0,2012-4-19
840,2012,4,20,71.0,54.0,2012-4-20
841,2012,4,21,71.0,54.0,2012-4-21
842,2012,4,22,54.0,46.0,2012-4-22
843,2012,4,23,54.0,42.0,2012-4-23
844,2012,4,24,59.0,41.0,2012-4-24
845,2012,4,25,62.0,43.0,2012-4-25
846,2012,4,26,61.0,45.0,2012-4-26
847,2012,4,27,56.0,41.0,2012-4-27
848,2012,4,28,60.0,38.0,2012-4-28
849,2012,4,29,63.0,44.0,2012-4-29
850,2012,4,30,62.0,43.0,2012-4-30
851,2012,5,1,68.0,51.0,2012-5-1
852,2012,5,2,53.0,50.0,2012-5-2
853,2012,5,3,58.0,50.0,2012-5-3
854,2012,5,4,73.0,54.0,2012-5-4
855,2012,5,5,63.0,56.0,2012-5-5
856,2012,5,6,65.0,53.0,2012-5-6
857,2012,5,7,65.0,52.0,2012-5-7
858,2012,5,8,66.0,55.0,2012-5-8
859,2012,5,9,69.0,57.0,2012-5-9
860,2012,5,10,64.0,52.0,2012-5-10
861,2012,5,11,68.0,49.0,2012-5-11
862,2012,5,12,78.0,53.0,2012-5-12
863,2012,5,13,81.0,63.0,2012-5-13
864,2012,5,14,70.0,63.0,2012-5-14
865,2012,5,15,65.0,61.0,2012-5-15
866,2012,5,16,78.0,61.0,2012-5-16
867,2012,5,17,72.0,53.0,2012-5-17
868,2012,5,18,72.0,54.0,2012-5-18
869,2012,5,19,80.0,53.0,2012-5-19
870,2012,5,20,78.0,57.0,2012-5-20
871,2012,5,21,62.0,57.0,2012-5-21
872,2012,5,22,70.0,60.0,2012-5-22
873,2012,5,23,75.0,64.0,2012-5-23
874,2012,5,24,66.0,62.0,2012-5-24
875,2012,5,25,75.0,60.0,2012-5-25
876,2012,5,26,84.0,67.0,2012-5-26
877,2012,5,27,81.0,64.0,2012-5-27
878,2012,5,28,89.0,71.0,2012-5-28
879,2012,5,29,89.0,68.0,2012-5-29
880,2012,5,30,76.0,68.0,2012-5-30
881,2012,5,31,79.0,66.0,2012-5-31
882,2012,6,1,74.0,62.0,2012-6-1
883,2012,6,2,75.0,61.0,2012-6-2
884,2012,6,3,76.0,58.0,2012-6-3
885,2012,6,4,63.0,54.0,2012-6-4
886,2012,6,5,64.0,51.0,2012-6-5
887,2012,6,6,72.0,54.0,2012-6-6
888,2012,6,7,78.0,58.0,2012-6-7
889,2012,6,8,81.0,60.0,2012-6-8
890,2012,6,9,78.0,64.0,2012-6-9
891,2012,6,10,84.0,66.0,2012-6-10
892,2012,6,11,77.0,64.0,2012-6-11
893,2012,6,12,72.0,65.0,2012-6-12
894,2012,6,13,69.0,64.0,2012-6-13
895,2012,6,14,77.0,62.0,2012-6-14
896,2012,6,15,80.0,60.0,2012-6-15
897,2012,6,16,80.0,60.0,2012-6-16
898,2012,6,17,73.0,58.0,2012-6-17
899,2012,6,18,72.0,57.0,2012-6-18
900,2012,6,19,77.0,63.0,2012-6-19
901,2012,6,20,94.0,70.0,2012-6-20
902,2012,6,21,94.0,79.0,2012-6-21
903,2012,6,22,90.0,70.0,2012-6-22
904,2012,6,23,84.0,69.0,2012-6-23
905,2012,6,24,84.0,66.0,2012-6-24
906,2012,6,25,74.0,62.0,2012-6-25
907,2012,6,26,72.0,58.0,2012-6-26
908,2012,6,27,81.0,62.0,2012-6-27
909,2012,6,28,88.0,68.0,2012-6-28
910,2012,6,29,93.0,68.0,2012-6-29
911,2012,6,30,93.0,77.0,2012-6-30
912,2012,7,1,94.0,74.0,2012-7-1
913,2012,7,2,88.0,72.0,2012-7-2
914,2012,7,3,89.0,71.0,2012-7-3
915,2012,7,4,92.0,70.0,2012-7-4
916,2012,7,5,95.0,77.0,2012-7-5
917,2012,7,6,93.0,72.0,2012-7-6
918,2012,7,7,97.0,72.0,2012-7-7
919,2012,7,8,92.0,72.0,2012-7-8
920,2012,7,9,86.0,73.0,2012-7-9
921,2012,7,10,87.0,69.0,2012-7-10
922,2012,7,11,85.0,71.0,2012-7-11
923,2012,7,12,89.0,70.0,2012-7-12
924,2012,7,13,89.0,74.0,2012-7-13
925,2012,7,14,85.0,73.0,2012-7-14
926,2012,7,15,89.0,71.0,2012-7-15
927,2012,7,16,91.0,70.0,2012-7-16
928,2012,7,17,96.0,74.0,2012-7-17
929,2012,7,18,100.0,73.0,2012-7-18
930,2012,7,19,76.0,68.0,2012-7-19
931,2012,7,20,72.0,61.0,2012-7-20
932,2012,7,21,78.0,61.0,2012-7-21
933,2012,7,22,83.0,65.0,2012-7-22
934,2012,7,23,86.0,71.0,2012-7-23
935,2012,7,24,91.0,74.0,2012-7-24
936,2012,7,25,85.0,67.0,2012-7-25
937,2012,7,26,88.0,68.0,2012-7-26
938,2012,7,27,87.0,71.0,2012-7-27
939,2012,7,28,81.0,68.0,2012-7-28
940,2012,7,29,80.0,68.0,2012-7-29
941,2012,7,30,81.0,68.0,2012-7-30
942,2012,7,31,80.0,70.0,2012-7-31
943,2012,8,1,78.0,70.0,2012-8-1
944,2012,8,2,87.0,70.0,2012-8-2
945,2012,8,3,89.0,75.0,2012-8-3
946,2012,8,4,90.0,75.0,2012-8-4
947,2012,8,5,91.0,73.0,2012-8-5
948,2012,8,6,86.0,72.0,2012-8-6
949,2012,8,7,83.0,68.0,2012-8-7
950,2012,8,8,86.0,73.0,2012-8-8
951,2012,8,9,88.0,73.0,2012-8-9
952,2012,8,10,80.0,70.0,2012-8-10
953,2012,8,11,87.0,75.0,2012-8-11
954,2012,8,12,87.0,73.0,2012-8-12
955,2012,8,13,86.0,69.0,2012-8-13
956,2012,8,14,79.0,72.0,2012-8-14
957,2012,8,15,82.0,67.0,2012-8-15
958,2012,8,16,85.0,66.0,2012-8-16
959,2012,8,17,88.0,65.0,2012-8-17
960,2012,8,18,79.0,63.0,2012-8-18
961,2012,8,19,74.0,62.0,2012-8-19
962,2012,8,20,78.0,65.0,2012-8-20
963,2012,8,21,82.0,66.0,2012-8-21
964,2012,8,22,82.0,68.0,2012-8-22
965,2012,8,23,85.0,69.0,2012-8-23
966,2012,8,24,87.0,69.0,2012-8-24
967,2012,8,25,86.0,70.0,2012-8-25
968,2012,8,26,84.0,68.0,2012-8-26
969,2012,8,27,81.0,70.0,2012-8-27
970,2012,8,28,87.0,73.0,2012-8-28
971,2012,8,29,79.0,67.0,2012-8-29
972,2012,8,30,82.0,61.0,2012-8-30
973,2012,8,31,91.0,69.0,2012-8-31
974,2012,9,1,91.0,74.0,2012-9-1
975,2012,9,2,82.0,71.0,2012-9-2
976,2012,9,3,79.0,71.0,2012-9-3
977,2012,9,4,80.0,70.0,2012-9-4
978,2012,9,5,80.0,71.0,2012-9-5
979,2012,9,6,80.0,69.0,2012-9-6
980,2012,9,7,87.0,71.0,2012-9-7
981,2012,9,8,81.0,63.0,2012-9-8
982,2012,9,9,78.0,63.0,2012-9-9
983,2012,9,10,72.0,58.0,2012-9-10
984,2012,9,11,73.0,54.0,2012-9-11
985,2012,9,12,80.0,59.0,2012-9-12
986,2012,9,13,81.0,63.0,2012-9-13
987,2012,9,14,80.0,64.0,2012-9-14
988,2012,9,15,73.0,60.0,2012-9-15
989,2012,9,16,75.0,56.0,2012-9-16
990,2012,9,17,78.0,57.0,2012-9-17
991,2012,9,18,75.0,67.0,2012-9-18
992,2012,9,19,70.0,57.0,2012-9-19
993,2012,9,20,69.0,54.0,2012-9-20
994,2012,9,21,75.0,60.0,2012-9-21
995,2012,9,22,76.0,60.0,2012-9-22
996,2012,9,23,68.0,55.0,2012-9-23
997,2012,9,24,67.0,53.0,2012-9-24
998,2012,9,25,72.0,54.0,2012-9-25
999,2012,9,26,77.0,63.0,2012-9-26
1000,2012,9,27,75.0,63.0,2012-9-27
1001,2012,9,28,69.0,60.0,2012-9-28
1002,2012,9,29,65.0,57.0,2012-9-29
1003,2012,9,30,68.0,55.0,2012-9-30
1004,2012,10,1,70.0,52.0,2012-10-1
1005,2012,10,2,69.0,62.0,2012-10-2
1006,2012,10,3,73.0,63.0,2012-10-3
1007,2012,10,4,74.0,66.0,2012-10-4
1008,2012,10,5,78.0,61.0,2012-10-5
1009,2012,10,6,77.0,54.0,2012-10-6
1010,2012,10,7,54.0,46.0,2012-10-7
1011,2012,10,8,55.0,44.0,2012-10-8
1012,2012,10,9,58.0,50.0,2012-10-9
1013,2012,10,10,66.0,53.0,2012-10-10
1014,2012,10,11,59.0,47.0,2012-10-11
1015,2012,10,12,56.0,42.0,2012-10-12
1016,2012,10,13,53.0,38.0,2012-10-13
1017,2012,10,14,70.0,53.0,2012-10-14
1018,2012,10,15,71.0,59.0,2012-10-15
1019,2012,10,16,59.0,48.0,2012-10-16
1020,2012,10,17,61.0,44.0,2012-10-17
1021,2012,10,18,65.0,50.0,2012-10-18
1022,2012,10,19,66.0,61.0,2012-10-19
1023,2012,10,20,69.0,54.0,2012-10-20
1024,2012,10,21,65.0,49.0,2012-10-21
1025,2012,10,22,66.0,49.0,2012-10-22
1026,2012,10,23,65.0,54.0,2012-10-23
1027,2012,10,24,59.0,56.0,2012-10-24
1028,2012,10,25,62.0,55.0,2012-10-25
1029,2012,10,26,65.0,57.0,2012-10-26
1030,2012,10,27,65.0,59.0,2012-10-27
1031,2012,10,28,59.0,55.0,2012-10-28
1032,2012,10,29,62.0,52.0,2012-10-29
1033,2012,10,30,54.0,47.0,2012-10-30
1034,2012,10,31,50.0,44.0,2012-10-31
1035,2012,11,1,51.0,43.0,2012-11-1
1036,2012,11,2,53.0,42.0,2012-11-2
1037,2012,11,3,51.0,40.0,2012-11-3
1038,2012,11,4,51.0,39.0,2012-11-4
1039,2012,11,5,45.0,35.0,2012-11-5
1040,2012,11,6,42.0,31.0,2012-11-6
1041,2012,11,7,41.0,31.0,2012-11-7
1042,2012,11,8,48.0,32.0,2012-11-8
1043,2012,11,9,53.0,36.0,2012-11-9
1044,2012,11,10,55.0,42.0,2012-11-10
1045,2012,11,11,64.0,50.0,2012-11-11
1046,2012,11,12,66.0,48.0,2012-11-12
1047,2012,11,13,62.0,40.0,2012-11-13
1048,2012,11,14,47.0,37.0,2012-11-14
1049,2012,11,15,45.0,35.0,2012-11-15
1050,2012,11,16,46.0,38.0,2012-11-16
1051,2012,11,17,51.0,39.0,2012-11-17
1052,2012,11,18,49.0,38.0,2012-11-18
1053,2012,11,19,47.0,37.0,2012-11-19
1054,2012,11,20,51.0,40.0,2012-11-20
1055,2012,11,21,53.0,40.0,2012-11-21
1056,2012,11,22,54.0,41.0,2012-11-22
1057,2012,11,23,56.0,43.0,2012-11-23
1058,2012,11,24,50.0,35.0,2012-11-24
1059,2012,11,25,40.0,33.0,2012-11-25
1060,2012,11,26,48.0,36.0,2012-11-26
1061,2012,11,27,42.0,34.0,2012-11-27
1062,2012,11,28,41.0,34.0,2012-11-28
1063,2012,11,29,43.0,34.0,2012-11-29
1064,2012,11,30,46.0,38.0,2012-11-30
1065,2012,12,1,41.0,36.0,2012-12-1
1066,2012,12,2,52.0,41.0,2012-12-2
1067,2012,12,3,60.0,49.0,2012-12-3
1068,2012,12,4,62.0,47.0,2012-12-4
1069,2012,12,5,58.0,35.0,2012-12-5
1070,2012,12,6,40.0,29.0,2012-12-6
1071,2012,12,7,46.0,35.0,2012-12-7
1072,2012,12,8,50.0,44.0,2012-12-8
1073,2012,12,9,50.0,42.0,2012-12-9
1074,2012,12,10,59.0,44.0,2012-12-10
1075,2012,12,11,58.0,41.0,2012-12-11
1076,2012,12,12,43.0,36.0,2012-12-12
1077,2012,12,13,46.0,36.0,2012-12-13
1078,2012,12,14,48.0,37.0,2012-12-14
1079,2012,12,15,47.0,38.0,2012-12-15
1080,2012,12,16,47.0,42.0,2012-12-16
1081,2012,12,17,43.0,40.0,2012-12-17
1082,2012,12,18,54.0,43.0,2012-12-18
1083,2012,12,19,47.0,39.0,2012-12-19
1084,2012,12,20,47.0,35.0,2012-12-20
1085,2012,12,21,56.0,36.0,2012-12-21
1086,2012,12,22,38.0,36.0,2012-12-22
1087,2012,12,23,42.0,35.0,2012-12-23
1088,2012,12,24,40.0,33.0,2012-12-24
1089,2012,12,25,41.0,32.0,2012-12-25
1090,2012,12,26,39.0,28.0,2012-12-26
1091,2012,12,27,39.0,30.0,2012-12-27
1092,2012,12,28,37.0,30.0,2012-12-28
1093,2012,12,29,34.0,30.0,2012-12-29
1094,2012,12,30,34.0,28.0,2012-12-30
1095,2012,12,31,38.0,28.0,2012-12-31
1096,2013,1,1,40.0,26.0,2013-1-1
1097,2013,1,2,33.0,22.0,2013-1-2
1098,2013,1,3,32.0,24.0,2013-1-3
1099,2013,1,4,37.0,30.0,2013-1-4
1100,2013,1,5,42.0,32.0,2013-1-5
1101,2013,1,6,46.0,34.0,2013-1-6
1102,2013,1,7,45.0,37.0,2013-1-7
1103,2013,1,8,48.0,35.0,2013-1-8
1104,2013,1,9,49.0,39.0,2013-1-9
1105,2013,1,10,47.0,40.0,2013-1-10
1106,2013,1,11,46.0,37.0,2013-1-11
1107,2013,1,12,47.0,42.0,2013-1-12
1108,2013,1,13,50.0,43.0,2013-1-13
1109,2013,1,14,56.0,38.0,2013-1-14
1110,2013,1,15,38.0,35.0,2013-1-15
1111,2013,1,16,37.0,32.0,2013-1-16
1112,2013,1,17,43.0,35.0,2013-1-17
1113,2013,1,18,35.0,25.0,2013-1-18
1114,2013,1,19,51.0,30.0,2013-1-19
1115,2013,1,20,53.0,30.0,2013-1-20
1116,2013,1,21,32.0,26.0,2013-1-21
1117,2013,1,22,27.0,13.0,2013-1-22
1118,2013,1,23,20.0,11.0,2013-1-23
1119,2013,1,24,22.0,12.0,2013-1-24
1120,2013,1,25,24.0,13.0,2013-1-25
1121,2013,1,26,27.0,15.0,2013-1-26
1122,2013,1,27,34.0,19.0,2013-1-27
1123,2013,1,28,36.0,29.0,2013-1-28
1124,2013,1,29,49.0,36.0,2013-1-29
1125,2013,1,30,59.0,39.0,2013-1-30
1126,2013,1,31,61.0,30.0,2013-1-31
1127,2013,2,1,31.0,24.0,2013-2-1
1128,2013,2,2,29.0,19.0,2013-2-2
1129,2013,2,3,30.0,24.0,2013-2-3
1130,2013,2,4,30.0,23.0,2013-2-4
1131,2013,2,5,32.0,28.0,2013-2-5
1132,2013,2,6,39.0,29.0,2013-2-6
1133,2013,2,7,32.0,26.0,2013-2-7
1134,2013,2,8,34.0,27.0,2013-2-8
1135,2013,2,9,32.0,21.0,2013-2-9
1136,2013,2,10,36.0,18.0,2013-2-10
1137,2013,2,11,45.0,34.0,2013-2-11
1138,2013,2,12,44.0,36.0,2013-2-12
1139,2013,2,13,44.0,33.0,2013-2-13
1140,2013,2,14,46.0,33.0,2013-2-14
1141,2013,2,15,55.0,37.0,2013-2-15
1142,2013,2,16,41.0,31.0,2013-2-16
1143,2013,2,17,32.0,18.0,2013-2-17
1144,2013,2,18,35.0,17.0,2013-2-18
1145,2013,2,19,49.0,33.0,2013-2-19
1146,2013,2,20,38.0,25.0,2013-2-20
1147,2013,2,21,34.0,24.0,2013-2-21
1148,2013,2,22,38.0,25.0,2013-2-22
1149,2013,2,23,42.0,36.0,2013-2-23
1150,2013,2,24,47.0,34.0,2013-2-24
1151,2013,2,25,45.0,32.0,2013-2-25
1152,2013,2,26,44.0,35.0,2013-2-26
1153,2013,2,27,47.0,36.0,2013-2-27
1154,2013,2,28,51.0,39.0,2013-2-28
1155,2013,3,1,45.0,36.0,2013-3-1
1156,2013,3,2,40.0,31.0,2013-3-2
1157,2013,3,3,40.0,29.0,2013-3-3
1158,2013,3,4,42.0,27.0,2013-3-4
1159,2013,3,5,49.0,31.0,2013-3-5
1160,2013,3,6,42.0,38.0,2013-3-6
1161,2013,3,7,38.0,33.0,2013-3-7
1162,2013,3,8,42.0,31.0,2013-3-8
1163,2013,3,9,55.0,35.0,2013-3-9
1164,2013,3,10,50.0,36.0,2013-3-10
1165,2013,3,11,54.0,40.0,2013-3-11
1166,2013,3,12,57.0,43.0,2013-3-12
1167,2013,3,13,52.0,38.0,2013-3-13
1168,2013,3,14,41.0,29.0,2013-3-14
1169,2013,3,15,47.0,30.0,2013-3-15
1170,2013,3,16,41.0,32.0,2013-3-16
1171,2013,3,17,38.0,29.0,2013-3-17
1172,2013,3,18,35.0,28.0,2013-3-18
1173,2013,3,19,43.0,33.0,2013-3-19
1174,2013,3,20,45.0,32.0,2013-3-20
1175,2013,3,21,40.0,30.0,2013-3-21
1176,2013,3,22,41.0,28.0,2013-3-22
1177,2013,3,23,46.0,32.0,2013-3-23
1178,2013,3,24,47.0,33.0,2013-3-24
1179,2013,3,25,40.0,36.0,2013-3-25
1180,2013,3,26,53.0,37.0,2013-3-26
1181,2013,3,27,53.0,36.0,2013-3-27
1182,2013,3,28,51.0,37.0,2013-3-28
1183,2013,3,29,55.0,40.0,2013-3-29
1184,2013,3,30,59.0,40.0,2013-3-30
1185,2013,3,31,54.0,44.0,2013-3-31
1186,2013,4,1,62.0,37.0,2013-4-1
1187,2013,4,2,43.0,33.0,2013-4-2
1188,2013,4,3,46.0,33.0,2013-4-3
1189,2013,4,4,53.0,33.0,2013-4-4
1190,2013,4,5,64.0,41.0,2013-4-5
1191,2013,4,6,52.0,35.0,2013-4-6
1192,2013,4,7,55.0,40.0,2013-4-7
1193,2013,4,8,73.0,51.0,2013-4-8
1194,2013,4,9,82.0,51.0,2013-4-9
1195,2013,4,10,74.0,55.0,2013-4-10
1196,2013,4,11,60.0,47.0,2013-4-11
1197,2013,4,12,47.0,41.0,2013-4-12
1198,2013,4,13,58.0,41.0,2013-4-13
1199,2013,4,14,57.0,46.0,2013-4-14
1200,2013,4,15,59.0,44.0,2013-4-15
1201,2013,4,16,63.0,47.0,2013-4-16
1202,2013,4,17,71.0,55.0,2013-4-17
1203,2013,4,18,59.0,51.0,2013-4-18
1204,2013,4,19,71.0,55.0,2013-4-19
1205,2013,4,20,60.0,43.0,2013-4-20
1206,2013,4,21,55.0,37.0,2013-4-21
1207,2013,4,22,55.0,41.0,2013-4-22
1208,2013,4,23,53.0,41.0,2013-4-23
1209,2013,4,24,69.0,44.0,2013-4-24
1210,2013,4,25,66.0,46.0,2013-4-25
1211,2013,4,26,67.0,50.0,2013-4-26
1212,2013,4,27,71.0,48.0,2013-4-27
1213,2013,4,28,69.0,51.0,2013-4-28
1214,2013,4,29,57.0,52.0,2013-4-29
1215,2013,4,30,68.0,51.0,2013-4-30
1216,2013,5,1,69.0,47.0,2013-5-1
1217,2013,5,2,72.0,49.0,2013-5-2
1218,2013,5,3,66.0,49.0,2013-5-3
1219,2013,5,4,69.0,48.0,2013-5-4
1220,2013,5,5,64.0,46.0,2013-5-5
1221,2013,5,6,69.0,46.0,2013-5-6
1222,2013,5,7,74.0,52.0,2013-5-7
1223,2013,5,8,63.0,55.0,2013-5-8
1224,2013,5,9,68.0,54.0,2013-5-9
1225,2013,5,10,79.0,59.0,2013-5-10
1226,2013,5,11,70.0,61.0,2013-5-11
1227,2013,5,12,70.0,51.0,2013-5-12
1228,2013,5,13,58.0,45.0,2013-5-13
1229,2013,5,14,61.0,42.0,2013-5-14
1230,2013,5,15,69.0,52.0,2013-5-15
1231,2013,5,16,79.0,62.0,2013-5-16
1232,2013,5,17,72.0,58.0,2013-5-17
1233,2013,5,18,65.0,56.0,2013-5-18
1234,2013,5,19,59.0,55.0,2013-5-19
1235,2013,5,20,79.0,58.0,2013-5-20
1236,2013,5,21,86.0,68.0,2013-5-21
1237,2013,5,22,78.0,59.0,2013-5-22
1238,2013,5,23,80.0,64.0,2013-5-23
1239,2013,5,24,65.0,45.0,2013-5-24
1240,2013,5,25,54.0,45.0,2013-5-25
1241,2013,5,26,66.0,48.0,2013-5-26
1242,2013,5,27,73.0,51.0,2013-5-27
1243,2013,5,28,68.0,56.0,2013-5-28
1244,2013,5,29,82.0,58.0,2013-5-29
1245,2013,5,30,90.0,72.0,2013-5-30
1246,2013,5,31,90.0,75.0,2013-5-31
1247,2013,6,1,90.0,73.0,2013-6-1
1248,2013,6,2,88.0,69.0,2013-6-2
1249,2013,6,3,78.0,66.0,2013-6-3
1250,2013,6,4,75.0,57.0,2013-6-4
1251,2013,6,5,74.0,58.0,2013-6-5
1252,2013,6,6,70.0,59.0,2013-6-6
1253,2013,6,7,63.0,59.0,2013-6-7
1254,2013,6,8,77.0,57.0,2013-6-8
1255,2013,6,9,80.0,63.0,2013-6-9
1256,2013,6,10,70.0,62.0,2013-6-10
1257,2013,6,11,80.0,64.0,2013-6-11
1258,2013,6,12,76.0,65.0,2013-6-12
1259,2013,6,13,69.0,55.0,2013-6-13
1260,2013,6,14,72.0,53.0,2013-6-14
1261,2013,6,15,80.0,61.0,2013-6-15
1262,2013,6,16,80.0,65.0,2013-6-16
1263,2013,6,17,84.0,69.0,2013-6-17
1264,2013,6,18,84.0,64.0,2013-6-18
1265,2013,6,19,77.0,59.0,2013-6-19
1266,2013,6,20,80.0,62.0,2013-6-20
1267,2013,6,21,82.0,64.0,2013-6-21
1268,2013,6,22,84.0,65.0,2013-6-22
1269,2013,6,23,88.0,70.0,2013-6-23
1270,2013,6,24,92.0,74.0,2013-6-24
1271,2013,6,25,91.0,73.0,2013-6-25
1272,2013,6,26,85.0,74.0,2013-6-26
1273,2013,6,27,86.0,73.0,2013-6-27
1274,2013,6,28,85.0,73.0,2013-6-28
1275,2013,6,29,83.0,71.0,2013-6-29
1276,2013,6,30,86.0,73.0,2013-6-30
1277,2013,7,1,77.0,72.0,2013-7-1
1278,2013,7,2,82.0,72.0,2013-7-2
1279,2013,7,3,83.0,73.0,2013-7-3
1280,2013,7,4,87.0,75.0,2013-7-4
1281,2013,7,5,90.0,76.0,2013-7-5
1282,2013,7,6,92.0,78.0,2013-7-6
1283,2013,7,7,92.0,78.0,2013-7-7
1284,2013,7,8,89.0,73.0,2013-7-8
1285,2013,7,9,88.0,74.0,2013-7-9
1286,2013,7,10,85.0,75.0,2013-7-10
1287,2013,7,11,84.0,76.0,2013-7-11
1288,2013,7,12,77.0,68.0,2013-7-12
1289,2013,7,13,81.0,67.0,2013-7-13
1290,2013,7,14,90.0,74.0,2013-7-14
1291,2013,7,15,94.0,78.0,2013-7-15
1292,2013,7,16,94.0,77.0,2013-7-16
1293,2013,7,17,97.0,79.0,2013-7-17
1294,2013,7,18,98.0,81.0,2013-7-18
1295,2013,7,19,96.0,83.0,2013-7-19
1296,2013,7,20,93.0,81.0,2013-7-20
1297,2013,7,21,89.0,76.0,2013-7-21
1298,2013,7,22,86.0,75.0,2013-7-22
1299,2013,7,23,87.0,73.0,2013-7-23
1300,2013,7,24,83.0,68.0,2013-7-24
1301,2013,7,25,68.0,64.0,2013-7-25
1302,2013,7,26,83.0,65.0,2013-7-26
1303,2013,7,27,82.0,70.0,2013-7-27
1304,2013,7,28,78.0,70.0,2013-7-28
1305,2013,7,29,85.0,69.0,2013-7-29
1306,2013,7,30,83.0,67.0,2013-7-30
1307,2013,7,31,83.0,67.0,2013-7-31
1308,2013,8,1,76.0,66.0,2013-8-1
1309,2013,8,2,83.0,67.0,2013-8-2
1310,2013,8,3,78.0,68.0,2013-8-3
1311,2013,8,4,80.0,66.0,2013-8-4
1312,2013,8,5,78.0,62.0,2013-8-5
1313,2013,8,6,82.0,64.0,2013-8-6
1314,2013,8,7,80.0,70.0,2013-8-7
1315,2013,8,8,81.0,70.0,2013-8-8
1316,2013,8,9,85.0,74.0,2013-8-9
1317,2013,8,10,83.0,70.0,2013-8-10
1318,2013,8,11,81.0,65.0,2013-8-11
1319,2013,8,12,82.0,70.0,2013-8-12
1320,2013,8,13,77.0,68.0,2013-8-13
1321,2013,8,14,74.0,61.0,2013-8-14
1322,2013,8,15,78.0,59.0,2013-8-15
1323,2013,8,16,82.0,64.0,2013-8-16
1324,2013,8,17,84.0,64.0,2013-8-17
1325,2013,8,18,76.0,68.0,2013-8-18
1326,2013,8,19,79.0,66.0,2013-8-19
1327,2013,8,20,88.0,68.0,2013-8-20
1328,2013,8,21,90.0,72.0,2013-8-21
1329,2013,8,22,78.0,71.0,2013-8-22
1330,2013,8,23,82.0,71.0,2013-8-23
1331,2013,8,24,80.0,65.0,2013-8-24
1332,2013,8,25,83.0,64.0,2013-8-25
1333,2013,8,26,84.0,68.0,2013-8-26
1334,2013,8,27,87.0,71.0,2013-8-27
1335,2013,8,28,86.0,71.0,2013-8-28
1336,2013,8,29,80.0,71.0,2013-8-29
1337,2013,8,30,85.0,70.0,2013-8-30
1338,2013,8,31,86.0,73.0,2013-8-31
1339,2013,9,1,84.0,75.0,2013-9-1
1340,2013,9,2,82.0,74.0,2013-9-2
1341,2013,9,3,82.0,68.0,2013-9-3
1342,2013,9,4,82.0,65.0,2013-9-4
1343,2013,9,5,80.0,64.0,2013-9-5
1344,2013,9,6,72.0,57.0,2013-9-6
1345,2013,9,7,80.0,59.0,2013-9-7
1346,2013,9,8,83.0,64.0,2013-9-8
1347,2013,9,9,73.0,57.0,2013-9-9
1348,2013,9,10,87.0,68.0,2013-9-10
1349,2013,9,11,96.0,77.0,2013-9-11
1350,2013,9,12,87.0,70.0,2013-9-12
1351,2013,9,13,77.0,59.0,2013-9-13
1352,2013,9,14,67.0,54.0,2013-9-14
1353,2013,9,15,73.0,51.0,2013-9-15
1354,2013,9,16,73.0,56.0,2013-9-16
1355,2013,9,17,65.0,50.0,2013-9-17
1356,2013,9,18,72.0,51.0,2013-9-18
1357,2013,9,19,78.0,55.0,2013-9-19
1358,2013,9,20,79.0,60.0,2013-9-20
1359,2013,9,21,77.0,61.0,2013-9-21
1360,2013,9,22,69.0,54.0,2013-9-22
1361,2013,9,23,66.0,50.0,2013-9-23
1362,2013,9,24,73.0,47.0,2013-9-24
1363,2013,9,25,73.0,52.0,2013-9-25
