,starting_lat,starting_long,amount
74207,40.620000000000005,-74.13000000000001,24
74208,40.620000000000005,-74.125,14
74209,40.620000000000005,-74.12,1
74210,40.620000000000005,-74.11500000000001,9
74212,40.620000000000005,-74.105,1
74215,40.620000000000005,-74.09,16
74216,40.620000000000005,-74.08500000000001,46
74217,40.620000000000005,-74.08000000000001,25
74218,40.620000000000005,-74.075,13
74224,40.620000000000005,-74.045,4
74225,40.620000000000005,-74.04,4
74226,40.620000000000005,-74.03500000000001,22
74227,40.620000000000005,-74.03,54
74228,40.620000000000005,-74.025,42
74229,40.620000000000005,-74.02000000000001,25
74230,40.620000000000005,-74.015,14
74231,40.620000000000005,-74.01,18
74232,40.620000000000005,-74.00500000000001,30
74904,40.625,-74.18,1
74906,40.625,-74.17,13
74907,40.625,-74.165,22
74908,40.625,-74.16000000000001,70
74909,40.625,-74.155,40
74910,40.625,-74.15,45
74911,40.625,-74.14500000000001,31
74912,40.625,-74.14,41
74913,40.625,-74.135,78
74914,40.625,-74.13000000000001,77
74915,40.625,-74.125,27
74916,40.625,-74.12,32
74917,40.625,-74.11500000000001,32
74918,40.625,-74.11,11
74919,40.625,-74.105,15
74921,40.625,-74.095,12
74922,40.625,-74.09,4
74923,40.625,-74.08500000000001,60
74924,40.625,-74.08000000000001,32
74925,40.625,-74.075,2
74931,40.625,-74.045,1
74932,40.625,-74.04,7
74933,40.625,-74.03500000000001,14
74934,40.625,-74.03,19
74935,40.625,-74.025,51
74936,40.625,-74.02000000000001,70
74937,40.625,-74.015,15
74938,40.625,-74.01,14
74939,40.625,-74.00500000000001,70
75613,40.63,-74.17,16
75614,40.63,-74.165,13
75615,40.63,-74.16000000000001,38
75616,40.63,-74.155,12
75617,40.63,-74.15,25
75618,40.63,-74.14500000000001,36
75619,40.63,-74.14,42
75620,40.63,-74.135,57
75621,40.63,-74.13000000000001,35
75622,40.63,-74.125,61
75623,40.63,-74.12,31
75624,40.63,-74.11500000000001,8
75625,40.63,-74.11,19
75626,40.63,-74.105,12
75627,40.63,-74.10000000000001,18
75628,40.63,-74.095,41
75629,40.63,-74.09,27
75630,40.63,-74.08500000000001,28
75631,40.63,-74.08000000000001,42
75639,40.63,-74.04,14
75640,40.63,-74.03500000000001,8
75641,40.63,-74.03,48
75642,40.63,-74.025,33
75643,40.63,-74.02000000000001,14
75644,40.63,-74.015,40
75645,40.63,-74.01,48
75646,40.63,-74.00500000000001,39
76319,40.635,-74.17500000000001,19
76320,40.635,-74.17,15
76321,40.635,-74.165,27
76322,40.635,-74.16000000000001,26
76323,40.635,-74.155,35
76324,40.635,-74.15,20
76325,40.635,-74.14500000000001,14
76326,40.635,-74.14,30
76327,40.635,-74.135,39
76328,40.635,-74.13000000000001,32
76329,40.635,-74.125,63
76330,40.635,-74.12,36
76331,40.635,-74.11500000000001,36
76332,40.635,-74.11,15
76333,40.635,-74.105,2
76334,40.635,-74.10000000000001,3
76335,40.635,-74.095,21
76336,40.635,-74.09,82
76337,40.635,-74.08500000000001,117
76338,40.635,-74.08000000000001,38
76339,40.635,-74.075,3
76346,40.635,-74.04,12
76347,40.635,-74.03500000000001,27
76348,40.635,-74.03,41
76349,40.635,-74.025,21
76350,40.635,-74.02000000000001,35
76351,40.635,-74.015,94
76352,40.635,-74.01,31
76353,40.635,-74.00500000000001,46
77026,40.64,-74.17500000000001,1
77027,40.64,-74.17,10
77033,40.64,-74.14,1
77034,40.64,-74.135,6
77037,40.64,-74.12,9
77038,40.64,-74.11500000000001,15
77039,40.64,-74.11,5
77041,40.64,-74.10000000000001,15
77042,40.64,-74.095,18
77043,40.64,-74.09,39
77044,40.64,-74.08500000000001,30
77045,40.64,-74.08000000000001,41
77046,40.64,-74.075,3
77055,40.64,-74.03,3
77056,40.64,-74.025,20
77057,40.64,-74.02000000000001,64
77058,40.64,-74.015,87
77059,40.64,-74.01,48
77060,40.64,-74.00500000000001,24
77747,40.645,-74.105,1
77749,40.645,-74.095,5
77750,40.645,-74.09,29
77751,40.645,-74.08500000000001,2
77752,40.645,-74.08000000000001,1
77763,40.645,-74.025,4
77764,40.645,-74.02000000000001,23
77765,40.645,-74.015,82
77766,40.645,-74.01,64
77767,40.645,-74.00500000000001,20
78471,40.65,-74.02000000000001,1
78472,40.65,-74.015,48
78473,40.65,-74.01,87
78474,40.65,-74.00500000000001,13
79178,40.655,-74.02000000000001,1
79179,40.655,-74.015,1
79180,40.655,-74.01,2
79181,40.655,-74.00500000000001,63
79888,40.660000000000004,-74.00500000000001,1
80594,40.665,-74.01,1
81299,40.67,-74.02000000000001,1
81300,40.67,-74.015,4
81301,40.67,-74.01,2
81302,40.67,-74.00500000000001,7
82006,40.675000000000004,-74.02000000000001,2
82007,40.675000000000004,-74.015,40
82008,40.675000000000004,-74.01,9
82009,40.675000000000004,-74.00500000000001,71
82712,40.68,-74.025,1
82715,40.68,-74.01,4
82716,40.68,-74.00500000000001,154
83422,40.685,-74.01,1
83423,40.685,-74.00500000000001,33
84127,40.690000000000005,-74.02000000000001,1
84130,40.690000000000005,-74.00500000000001,2
85541,40.7,-74.02000000000001,1
85542,40.7,-74.015,39
85543,40.7,-74.01,8
86248,40.705,-74.02000000000001,20
86249,40.705,-74.015,155
86250,40.705,-74.01,134
86251,40.705,-74.00500000000001,151
86955,40.71,-74.02000000000001,18
86956,40.71,-74.015,12
86957,40.71,-74.01,223
86958,40.71,-74.00500000000001,115
87662,40.715,-74.02000000000001,8
87663,40.715,-74.015,86
87664,40.715,-74.01,179
87665,40.715,-74.00500000000001,104
88370,40.72,-74.015,59
88371,40.72,-74.01,134
88372,40.72,-74.00500000000001,208
89077,40.725,-74.015,5
89078,40.725,-74.01,54
89079,40.725,-74.00500000000001,355
89784,40.730000000000004,-74.015,4
89785,40.730000000000004,-74.01,133
89786,40.730000000000004,-74.00500000000001,313
90492,40.735,-74.01,83
90493,40.735,-74.00500000000001,254
91199,40.74,-74.01,15
91200,40.74,-74.00500000000001,150
91906,40.745000000000005,-74.01,25
91907,40.745000000000005,-74.00500000000001,138
92613,40.75,-74.01,4
92614,40.75,-74.00500000000001,48
93321,40.755,-74.00500000000001,8
94028,40.76,-74.00500000000001,2
